PSG Operasyon Müdürl,PSG Operasyn mrkzi 2,Tesisat,Bildirim No,Sipariş No,ENLEM,BOYLAM,Toplam kwh,mahalle adı,ILCE_ADI,KAÇAK NEDENİ,HESAPLAMA YÖNTEMİ,NİTELİKLİ /NİTELİKSİZ DURUMU,Kulnc Drm.(CS Order),Sipariş türü,Gerçekleşen Tarih(sipariş),İşyeri/kaynak,Sonuç 1,Sonuç 1 grup kodu,Sonuç 2,Sonuç 2 grup kodu,Sonuç 3,Sonuç 3 grup kodu
MARMARA DAĞ. OP. MÜD,KADIKÖY O.M.,4005134937.0,597053402.0,685142965.0,40.9805400585565,29.0217609978174,3337,CAFERAĞA,KADIKÖY,6.0,1.0,NİTELİKLİ,OK,VC,29.08.2023,6800/50030217,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,KADIKÖY O.M.,4005134937.0,597595578.0,685602533.0,40.9805400585565,29.0217609978174,3337,CAFERAĞA,KADIKÖY,6.0,1.0,NİTELİKLİ,OK,VC,27.09.2023,6800/50030211,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,KADIKÖY O.M.,4005134937.0,598825369.0,686675316.0,40.9805400585565,29.0217609978174,3337,CAFERAĞA,KADIKÖY,6.0,1.0,NİTELİKLİ,OK,VC,08.11.2023,6800/50030211,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,KADIKÖY O.M.,4005134937.0,599904309.0,687583039.0,40.9805400585565,29.0217609978174,3337,CAFERAĞA,KADIKÖY,6.0,1.0,NİTELİKLİ,OK,VC,22.12.2023,6800/50030204,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,KARTAL O.M.,4004864621.0,593755043.0,682360538.0,40.9404139844732,29.163705952658,3337,GÜLENSU,MALTEPE,6.0,1.0,NİTELİKLİ,OK,VC,29.03.2023,6800/50030204,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Kavi Yerinde Kalacak,KAVİ İŞLEMLERİ
MARMARA DAĞ. OP. MÜD,KARTAL O.M.,4004864621.0,594516946.0,682997936.0,40.9404139844732,29.163705952658,3337,GÜLENSU,MALTEPE,6.0,1.0,NİTELİKLİ,OK,VC,10.05.2023,6800/50030217,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Kavi Yerinde Kalacak,KAVİ İŞLEMLERİ
MARMARA DAĞ. OP. MÜD,KARTAL O.M.,4004864621.0,595414234.0,683767038.0,40.9404139844732,29.163705952658,3337,GÜLENSU,MALTEPE,6.0,1.0,NİTELİKLİ,OK,VC,21.06.2023,6800/50030211,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Kavi Yerinde Kalacak,KAVİ İŞLEMLERİ
KARADENİZ DAĞ. OP. M,SANCAKTEPE O.M.,4006248066.0,593757168.0,682362350.0,41.0187354183855,29.2553606454414,3337,YUNUS EMRE,SANCAKTEPE,6.0,1.0,NİTELİKLİ,OK,VC,28.03.2023,6800/50030235,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,SANCAKTEPE O.M.,4006248066.0,595276804.0,683646923.0,41.0187354183855,29.2553606454414,3337,YUNUS EMRE,SANCAKTEPE,6.0,1.0,NİTELİKLİ,OK,VC,16.06.2023,6800/50030243,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,SANCAKTEPE O.M.,4006248066.0,596298631.0,684517230.0,41.0187354183855,29.2553606454414,3337,YUNUS EMRE,SANCAKTEPE,6.0,1.0,NİTELİKLİ,OK,VC,21.08.2023,6800/50030241,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,SANCAKTEPE O.M.,4006248066.0,597922177.0,685886048.0,41.0187354183855,29.2553606454414,3337,YUNUS EMRE,SANCAKTEPE,6.0,1.0,NİTELİKLİ,OK,VC,02.10.2023,6800/50030241,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÜSKÜDAR O.M.,4003920707.0,590701185.0,679713860.0,41.0198814653592,29.023637079123,3337,VALİDE-İ ATİK,ÜSKÜDAR,6.0,1.0,NİTELİKLİ,OK,VC,17.01.2023,6800/50030251,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÜSKÜDAR O.M.,4003920707.0,593459501.0,682107821.0,41.0198814653592,29.023637079123,3337,VALİDE-İ ATİK,ÜSKÜDAR,6.0,1.0,NİTELİKLİ,OK,VC,16.03.2023,6800/50030251,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÜSKÜDAR O.M.,4003920707.0,595104027.0,683495119.0,41.0198814653592,29.023637079123,3337,VALİDE-İ ATİK,ÜSKÜDAR,6.0,1.0,NİTELİKLİ,OK,VC,09.06.2023,6800/50030249,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÜSKÜDAR O.M.,4003920707.0,596506500.0,684692565.0,41.0198814653592,29.023637079123,3337,VALİDE-İ ATİK,ÜSKÜDAR,6.0,1.0,NİTELİKLİ,OK,VC,03.08.2023,6800/50030253,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÜSKÜDAR O.M.,4003920707.0,599144569.0,686949661.0,41.0198814653592,29.023637079123,3337,VALİDE-İ ATİK,ÜSKÜDAR,6.0,1.0,NİTELİKLİ,OK,VC,16.11.2023,6800/50030249,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,VANİKÖY O.M.,4005334391.0,593459970.0,682108247.0,41.0330108653926,29.0572175106637,3337,KÜPLÜCE,ÜSKÜDAR,6.0,1.0,NİTELİKLİ,OK,VC,14.03.2023,6800/50030249,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,VANİKÖY O.M.,4005334391.0,594502490.0,682985535.0,41.0330108653926,29.0572175106637,3337,KÜPLÜCE,ÜSKÜDAR,6.0,1.0,NİTELİKLİ,OK,VC,10.05.2023,6800/50030249,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,VANİKÖY O.M.,4005334391.0,596899651.0,685016692.0,41.0330108653926,29.0572175106637,3337,KÜPLÜCE,ÜSKÜDAR,6.0,1.0,NİTELİKLİ,OK,VC,17.08.2023,6800/50030249,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,ERENKÖY O.M.,4004260120.0,593553442.0,682188512.0,40.9814506428651,29.081567993958,3318,SAHRAYI CEDİT,KADIKÖY,5.0,1.0,NİTELİKLİ,OK,ZM,23.03.2023,6800/50030212,KAYITTA OLMAYAN SAYAÇ(TESİSATLI).,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,KAYITSIZ CİHAZ/SAYAÇ TAKILDI,CİHAZ DEĞİŞİMİ
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4006042530.0,593045450.0,681742641.0,40.989087156364,29.090626373286,3315,YENİSAHRA,ATAŞEHİR,12.0,1.0,NİTELİKLİ,OK,VL,01.03.2023,6800/50030250,VL_LAB SONUCU KAÇAK KULLANIM.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,TUZLA O.M.,4003954635.0,594864407.0,683285954.0,40.864921600756,29.2982849041836,3306,FATİH,PENDİK,6.0,1.0,NİTELİKLİ,OK,VC,31.05.2023,6800/50030213,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,BEYKOZ O.M.,4012908228.0,596058954.0,684317903.0,41.1382,29.3005,3305,İSHAKLI,BEYKOZ,9.0,1.0,NİTELİKLİ,OK,ZM,14.08.2023,6800/50030245,KAYITTA OLMAYAN SAYAÇ(TESİSATSIZ).,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,SANCAKTEPE O.M.,4012890031.0,596169913.0,684408009.0,41.0111716035967,29.2857433471328,3305,PAŞAKÖY,SANCAKTEPE,9.0,1.0,NİTELİKLİ,OK,ZM,24.07.2023,6800/50030244,KAYITTA OLMAYAN SAYAÇ(TESİSATSIZ).,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,KURTKÖY O.M.,4012898862.0,596480783.0,684669842.0,40.9904787596315,29.3421457568184,3297,EMİRLİ,PENDİK,9.0,1.0,NİTELİKLİ,OK,VC,02.08.2023,6800/50030239,KAYITTA OLMAYAN SAYAÇ(TESİSATSIZ).,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,ERENKÖY O.M.,4004273709.0,593541110.0,682178016.0,40.9625658849896,29.074055852337,3277,SUADİYE,KADIKÖY,6.0,1.0,NİTELİKLİ,OK,ZM,21.03.2023,6800/50030212,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,SANCAKTEPE O.M.,4013017629.0,599479581.0,687228803.0,41.0080886660144,29.2583570424467,3259,MEVLANA,SANCAKTEPE,9.0,1.0,NİTELİKLİ,OK,ZM,06.12.2023,6800/51740201,KAYITTA OLMAYAN SAYAÇ(TESİSATSIZ).,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,ŞİLE O.M.,4013031898.0,599728382.0,687435971.0,41.113824412997,29.4431767331629,3259,ÜVEZLİ,ŞİLE,9.0,1.0,NİTELİKLİ,OK,VC,14.12.2023,6800/50640201,KAYITTA OLMAYAN SAYAÇ(TESİSATSIZ).,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,KADIKÖY O.M.,4004883849.0,599214006.0,687007867.0,40.9896802337501,29.0311335174166,3256,OSMANAĞA,KADIKÖY,12.0,1.0,NİTELİKLİ,OK,VL,21.11.2023,6800/50030211,VL_LAB SONUCU KAÇAK KULLANIM.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ATAŞEHİR O.M.,4006035342.0,595331983.0,683718608.0,40.9695417030001,29.136790176,3240,FINDIKLI,MALTEPE,8.0,1.0,NİTELİKLİ,OK,ZM,22.06.2023,6800/50030259,ŞEBEKEDEN KAÇAK HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ATAŞEHİR O.M.,4012938021.0,597597087.0,685604134.0,40.9856824497724,29.1928134887824,3240,FERHATPAŞA,ATAŞEHİR,9.0,1.0,NİTELİKLİ,OK,VC,14.09.2023,6800/50030259,KAYITTA OLMAYAN SAYAÇ(TESİSATSIZ).,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ATAŞEHİR O.M.,4012955716.0,598147335.0,686080263.0,41.1373019,28.4688776,3240,FERHATPAŞA,ATAŞEHİR,8.0,1.0,NİTELİKLİ,OK,VC,04.10.2023,6800/50030250,ŞEBEKEDEN KAÇAK HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ATAŞEHİR O.M.,4013034215.0,599878552.0,687561317.0,41.1373019,28.4688776,3240,FERHATPAŞA,ATAŞEHİR,9.0,1.0,NİTELİKLİ,OK,VC,21.12.2023,6800/50030259,KAYITTA OLMAYAN SAYAÇ(TESİSATSIZ).,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ATAŞEHİR O.M.,4013034181.0,599905006.0,687583591.0,40.9770150836304,29.1732974787404,3240,FERHATPAŞA,ATAŞEHİR,9.0,1.0,NİTELİKLİ,OK,VC,22.12.2023,6800/50030259,KAYITTA OLMAYAN SAYAÇ(TESİSATSIZ).,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,BEYKOZ O.M.,4012887862.0,596211033.0,684440183.0,41.224338,29.21842,3240,RİVA,BEYKOZ,9.0,1.0,NİTELİKLİ,OK,VC,31.07.2023,6800/50030245,KAYITTA OLMAYAN SAYAÇ(TESİSATSIZ).,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,BEYKOZ O.M.,4012923036.0,597106871.0,685186900.0,41.224338,29.21842,3240,RİVA,BEYKOZ,9.0,1.0,NİTELİKLİ,OK,VC,25.08.2023,6800/50030245,KAYITTA OLMAYAN SAYAÇ(TESİSATSIZ).,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,BEYKOZ O.M.,4012923032.0,597112857.0,685191816.0,41.224338,29.21842,3240,RİVA,BEYKOZ,9.0,1.0,NİTELİKLİ,OK,VC,25.08.2023,6800/50030245,KAYITTA OLMAYAN SAYAÇ(TESİSATSIZ).,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,BEYKOZ O.M.,4013029053.0,598725314.0,686586368.0,41.2011733116685,29.1783678063437,3240,ANADOLUFENERİ,BEYKOZ,9.0,1.0,NİTELİKLİ,OK,ZM,18.12.2023,6800/50030245,KAYITTA OLMAYAN SAYAÇ(TESİSATSIZ).,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4005602083.0,593712000.0,682324115.0,41.0197664050907,29.1417713855462,3240,CEMİL MERİÇ,ÜMRANİYE,13.0,1.0,NİTELİKLİ,OK,ZM,28.03.2023,6800/50030254,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4012848969.0,594754480.0,683193747.0,41.01912720000001,29.1870318,3240,MEHMET AKİF,ÇEKMEKÖY,9.0,1.0,NİTELİKLİ,OK,ZM,01.06.2023,6800/50030252,KAYITTA OLMAYAN SAYAÇ(TESİSATSIZ).,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4012929488.0,597187076.0,685250678.0,41.0271029391563,29.1831959765298,3240,HAMİDİYE,ÇEKMEKÖY,9.0,1.0,NİTELİKLİ,OK,ZM,07.09.2023,6800/50030252,KAYITTA OLMAYAN SAYAÇ(TESİSATSIZ).,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,ERENKÖY O.M.,4012837120.0,594563291.0,683036789.0,40.9684333523332,29.0716534683999,3240,ERENKÖY,KADIKÖY,9.0,1.0,NİTELİKLİ,OK,ZM,23.05.2023,6800/50030207,KAYITTA OLMAYAN SAYAÇ(TESİSATSIZ).,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,KARTAL O.M.,4012840393.0,594666590.0,683122930.0,40.9174266414338,29.153288945913,3240,CEVİZLİ,MALTEPE,9.0,1.0,NİTELİKLİ,OK,ZM,24.05.2023,6800/50030207,KAYITTA OLMAYAN SAYAÇ(TESİSATSIZ).,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,KARTAL O.M.,4004539855.0,599515439.0,687258131.0,40.9235899080523,29.1684312326834,3240,ESENKENT,MALTEPE,6.0,1.0,NİTELİKLİ,OK,VC,04.12.2023,6800/50030217,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,KURTKÖY O.M.,4012762716.0,593065074.0,681759716.0,40.9190571801737,29.3072733432055,3240,YENİŞEHİR,PENDİK,9.0,1.0,NİTELİKLİ,OK,ZM,24.02.2023,6800/50030239,KAYITTA OLMAYAN SAYAÇ(TESİSATSIZ).,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,KURTKÖY O.M.,4012845844.0,594872333.0,683292653.0,40.9100837912411,29.4071303587407,3240,TEPEÖREN,TUZLA,9.0,1.0,NİTELİKLİ,OK,VC,31.05.2023,6800/51420003,KAYITTA OLMAYAN SAYAÇ(TESİSATSIZ).,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,KURTKÖY O.M.,4012868057.0,595214425.0,683593348.0,40.9013443100931,29.3792339241398,3240,ORTA,TUZLA,9.0,1.0,NİTELİKLİ,OK,ZM,22.06.2023,6800/50030239,KAYITTA OLMAYAN SAYAÇ(TESİSATSIZ).,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,KURTKÖY O.M.,4004247486.0,599904525.0,687583144.0,40.9169397580092,29.2651972535165,3240,ERTUĞRUL GAZİ,PENDİK,6.0,1.0,NİTELİKLİ,OK,VC,22.12.2023,6800/50070075,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,PENDİK O.M.,4012887093.0,596207340.0,684437280.0,40.8787499,29.2422483,3240,DOĞU,PENDİK,6.0,1.0,NİTELİKLİ,OK,VC,24.07.2023,6800/50030216,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,SANCAKTEPE O.M.,4012767713.0,593140691.0,681827703.0,41.0295734068911,29.2239885763931,3240,SULTANÇİFTLİĞİ,ÇEKMEKÖY,9.0,1.0,NİTELİKLİ,OK,VC,28.02.2023,6800/50030241,KAYITTA OLMAYAN SAYAÇ(TESİSATSIZ).,KAÇAK,YABANCI UYRUKLU KULLANICI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK
KARADENİZ DAĞ. OP. M,SANCAKTEPE O.M.,4012787645.0,593594125.0,682221730.0,41.0318046,29.2248137,3240,SULTANÇİFTLİĞİ,ÇEKMEKÖY,9.0,1.0,NİTELİKLİ,OK,ZM,23.03.2023,6800/50030241,KAYITTA OLMAYAN SAYAÇ(TESİSATSIZ).,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,SANCAKTEPE O.M.,4012791037.0,593645760.0,682265643.0,41.0191090777516,29.2186087975279,3240,AYDINLAR,ÇEKMEKÖY,9.0,1.0,NİTELİKLİ,OK,ZM,24.03.2023,6800/50030245,KAYITTA OLMAYAN SAYAÇ(TESİSATSIZ).,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,SANCAKTEPE O.M.,4012795257.0,593777530.0,682379385.0,40.9880156049882,29.2386317882199,3240,OSMANGAZİ,SANCAKTEPE,9.0,1.0,NİTELİKLİ,OK,ZM,30.03.2023,6800/50070077,KAYITTA OLMAYAN SAYAÇ(TESİSATSIZ).,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,SANCAKTEPE O.M.,4012796596.0,593877345.0,682462827.0,40.941519431071,29.2871866514804,3240,ORHANGAZİ,SULTANBEYLİ,9.0,1.0,NİTELİKLİ,OK,VC,03.04.2023,6800/50030237,KAYITTA OLMAYAN SAYAÇ(TESİSATSIZ).,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,SANCAKTEPE O.M.,4012796595.0,593877431.0,682462837.0,40.941519431071,29.2871866514804,3240,ORHANGAZİ,SULTANBEYLİ,9.0,1.0,NİTELİKLİ,OK,VC,03.04.2023,6800/50030237,KAYITTA OLMAYAN SAYAÇ(TESİSATSIZ).,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,SANCAKTEPE O.M.,4012796594.0,593877461.0,682462869.0,40.9415316358209,29.2871817536652,3240,ORHANGAZİ,SULTANBEYLİ,9.0,1.0,NİTELİKLİ,OK,VC,03.04.2023,6800/50030237,KAYITTA OLMAYAN SAYAÇ(TESİSATSIZ).,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,SANCAKTEPE O.M.,4012796593.0,593877483.0,682462880.0,40.941519431071,29.2871866514804,3240,ORHANGAZİ,SULTANBEYLİ,9.0,1.0,NİTELİKLİ,OK,VC,03.04.2023,6800/50030237,KAYITTA OLMAYAN SAYAÇ(TESİSATSIZ).,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,SANCAKTEPE O.M.,4012796592.0,593877506.0,682462910.0,40.941519431071,29.2871866514804,3240,ORHANGAZİ,SULTANBEYLİ,9.0,1.0,NİTELİKLİ,OK,VC,03.04.2023,6800/50030237,KAYITTA OLMAYAN SAYAÇ(TESİSATSIZ).,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,SANCAKTEPE O.M.,4012818908.0,594310822.0,682825813.0,40.98672087903,29.2435417962926,3240,OSMANGAZİ,SANCAKTEPE,9.0,1.0,NİTELİKLİ,OK,ZM,28.04.2023,6800/50030237,KAYITTA OLMAYAN SAYAÇ(TESİSATSIZ).,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,SANCAKTEPE O.M.,4012842783.0,594764375.0,683202344.0,40.941519431071,29.2871866514804,3240,ORHANGAZİ,SULTANBEYLİ,9.0,1.0,NİTELİKLİ,OK,VC,25.05.2023,6800/50030239,KAYITTA OLMAYAN SAYAÇ(TESİSATSIZ).,KAÇAK,KAÇAKTAN KESME YAPILMADI.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,SANCAKTEPE O.M.,4012929720.0,597026917.0,685120570.0,41.0178220724157,29.2308331617363,3240,AYDINLAR,ÇEKMEKÖY,9.0,1.0,NİTELİKLİ,OK,ZM,07.09.2023,6800/51740201,KAYITTA OLMAYAN SAYAÇ(TESİSATSIZ).,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,SANCAKTEPE O.M.,4012917600.0,597061116.0,685149245.0,41.0178989,29.2269932,3240,AYDINLAR,ÇEKMEKÖY,6.0,1.0,NİTELİKLİ,OK,VC,23.08.2023,6800/50030235,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,SANCAKTEPE O.M.,4012939464.0,597651027.0,685649059.0,40.9538256539963,29.2149860411883,3240,FATİH,SANCAKTEPE,9.0,1.0,NİTELİKLİ,OK,ZM,18.09.2023,6800/51440203,KAYITTA OLMAYAN SAYAÇ(TESİSATSIZ).,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,SANCAKTEPE O.M.,4005792959.0,598093314.0,686099562.0,40.9770367290206,29.270655312228,3240,BATTALGAZİ,SULTANBEYLİ,6.0,1.0,NİTELİKLİ,OK,ZM,13.10.2023,6800/51440204,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,YABANCI UYRUKLU KULLANICI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK
